timestamp_ms,cpu_percent,used_memory_mb
1761618734837,21.74,16074.28
1761618735033,23.90,16072.67
1761618735235,20.37,16075.34
1761618735437,24.84,16077.86
1761618735637,18.99,16077.38
1761618735836,0.00,16075.11
1761618736036,0.00,16075.11
1761618736237,25.05,16066.89
1761618736437,20.75,16068.30
1761618736637,20.00,16067.80
1761618736833,36.54,16077.38
1761618737037,0.00,16068.80
1761618737237,31.15,16070.56
1761618737437,23.13,16073.00
1761618737637,22.78,16072.56
1761618737835,23.75,16071.45
1761618738037,22.98,16068.38
1761618738237,24.22,16068.38
1761618738437,23.27,16063.84
1761618738637,24.68,16071.08
1761618738837,22.98,16073.83
1761618739033,23.08,16072.53
1761618739237,24.54,16072.53
1761618739432,25.49,16072.53
1761618739632,23.42,16071.77
1761618739837,22.42,16070.05
1761618740037,23.60,16069.56
1761618740237,21.88,16069.56
1761618740436,23.08,16069.56
1761618740633,27.85,16071.50
1761618740837,24.39,16069.28
1761618741035,24.84,16070.75
1761618741237,21.25,16069.45
1761618741437,30.63,16068.66
1761618741637,25.16,16071.70
1761618741837,23.75,16072.80
1761618742037,23.75,16068.52
1761618742237,21.88,16065.50
