timestamp_ms,term,latency_ms,cpu_percent,used_memory_mb,total_memory_mb
1761608972944,death,30615.971,0.04,22.87,4294.97
1761608972945,science,30617.442,40.20,22.87,4294.97
1761608972946,love,30616.471,42.39,22.87,4294.97
1761608972946,book,30616.195,93.03,22.87,4294.97
1761608972947,death,30616.808,73.00,22.87,4294.97
1761608972947,book,30616.875,30.24,22.87,4294.97
1761608972948,science,30616.650,61.24,22.87,4294.97
1761608972949,war,30617.215,29.17,22.87,4294.97
1761609003560,war,30611.520,0.03,24.18,4294.97
1761609003561,science,30613.812,39.08,24.18,4294.97
1761609003562,book,30611.019,41.20,24.18,4294.97
1761609003563,book,30614.321,40.96,24.18,4294.97
1761609003563,death,30612.990,53.38,24.18,4294.97
1761609003565,war,30615.215,47.88,24.18,4294.97
1761609003566,love,30614.296,39.22,24.18,4294.97
1761609003567,love,30610.989,49.81,24.18,4294.97
1761609034169,death,30607.310,0.03,24.42,4294.97
1761609034172,science,30610.576,9.17,24.45,4294.97
1761609034174,book,30610.005,11.63,24.45,4294.97
1761609034175,death,30608.684,333.33,24.67,4294.97
1761609034176,war,30612.325,40.68,24.67,4294.97
1761609034176,love,30611.535,45.83,24.67,4294.97
1761609034177,science,30609.309,40.82,24.67,4294.97
1761609064790,science,30610.453,0.06,25.17,4294.97
1761609064792,book,30612.250,29.69,25.17,4294.97
1761609064793,war,30614.351,39.40,25.17,4294.97
1761609064793,book,30613.110,33.40,25.17,4294.97
1761609064794,love,30614.065,-1.00,25.17,4294.97
1761609064794,war,30613.222,0.00,25.17,4294.97
1761609064795,love,30613.324,27.78,25.17,4294.97
1761609064796,death,30613.382,254.17,25.17,4294.97
1761609095403,death,30610.797,0.03,25.40,4294.97
1761609095404,war,30610.132,-1.00,25.40,4294.97
1761609095404,love,30609.509,41.19,25.40,4294.97
1761609095405,book,30608.961,0.00,25.40,4294.97
1761609095405,war,30606.367,-1.00,25.40,4294.97
1761609095405,death,30608.194,60.39,25.40,4294.97
1761609095405,science,30611.837,-1.00,25.40,4294.97
1761609095406,science,30609.623,30.07,25.40,4294.97
1761609126016,war,30609.812,0.03,25.67,4294.97
1761609126017,love,30612.266,27.84,25.67,4294.97
1761609126017,death,30611.148,25.81,25.67,4294.97
1761609126018,book,30610.374,55.22,25.67,4294.97
1761609126018,science,30611.192,-1.00,25.67,4294.97
1761609126019,book,30611.404,42.41,25.67,4294.97
1761609126019,love,30609.876,40.20,25.67,4294.97
1761609156629,death,30607.861,0.03,25.93,4294.97
1761609156630,science,30608.401,32.89,25.93,4294.97
1761609156630,death,30607.680,350.00,25.93,4294.97
1761609156633,science,30611.753,26.50,26.19,4294.97
1761609156633,war,30611.982,47.47,26.19,4294.97
1761609156634,war,30612.123,63.24,26.19,4294.97
1761609156635,book,30612.148,37.50,26.19,4294.97
1761609156635,love,30612.110,45.53,26.19,4294.97
1761609187242,book,30606.528,0.03,26.43,4294.97
1761609187243,science,30606.997,118.75,26.43,4294.97
1761609187244,death,30609.773,48.79,26.43,4294.97
1761609187245,love,30613.048,-1.00,26.43,4294.97
1761609187246,war,30608.818,70.47,26.43,4294.97
1761609187247,science,30611.337,0.00,26.43,4294.97
1761609187248,book,30611.915,37.26,26.43,4294.97
1761609187249,love,30606.878,47.52,26.43,4294.97
1761609217858,war,30613.091,0.03,26.54,4294.97
1761609217859,love,30613.579,0.00,26.54,4294.97
1761609217859,death,30610.680,25.25,26.54,4294.97
1761609217859,war,30609.383,48.36,26.54,4294.97
1761609217860,science,30611.290,45.92,26.54,4294.97
1761609217860,death,30614.508,40.55,26.54,4294.97
1761609217860,book,30611.681,36.40,26.54,4294.97
1761609248470,book,30608.516,0.03,27.59,4294.97
1761609248471,science,30608.868,33.42,27.85,4294.97
1761609248472,science,30609.173,42.95,27.59,4294.97
1761609248473,love,30611.466,35.82,27.85,4294.97
1761609248474,war,30611.402,32.52,27.85,4294.97
1761609248474,book,30610.738,21.59,27.85,4294.97
1761609248474,death,30613.129,46.86,27.85,4294.97
1761609248475,love,30613.074,43.84,27.85,4294.97
1761609279094,war,30621.658,0.03,27.85,4294.97
1761609279095,love,30619.603,151.25,27.85,4294.97
1761609279096,book,30621.211,48.53,27.85,4294.97
1761609279097,love,30621.612,42.94,27.85,4294.97
1761609279098,death,30619.645,36.97,27.85,4294.97
1761609279098,war,30621.687,56.41,28.11,4294.97
1761609279100,death,30624.914,25.65,28.11,4294.97
1761609279101,science,30622.007,29.52,27.85,4294.97
1761609309717,book,30620.876,0.03,32.83,4294.97
1761609309717,science,30620.240,148.61,32.83,4294.97
1761609309718,science,30616.254,25.00,32.83,4294.97
1761609309718,love,30618.228,91.96,32.83,4294.97
1761609309719,war,30621.357,17.68,33.88,4294.97
1761609309719,book,30619.961,0.00,33.88,4294.97
1761609309720,death,30622.166,42.86,33.88,4294.97
1761609340333,death,30610.504,0.04,34.39,4294.97
1761609340334,war,30612.223,26.10,34.39,4294.97
1761609340335,death,30612.461,-1.00,34.39,4294.97
1761609340336,war,30612.370,71.88,34.39,4294.97
1761609340337,love,30614.156,28.26,34.39,4294.97
1761609340338,science,30615.057,14.23,34.39,4294.97
1761609340340,book,30612.677,32.87,34.39,4294.97
1761609340342,love,30616.277,32.34,34.93,4294.97
1761609370951,death,30614.887,0.03,35.43,4294.97
1761609370953,science,30611.639,30.61,35.69,4294.97
1761609370954,science,30616.934,32.83,35.43,4294.97
1761609370954,death,30610.090,38.49,35.69,4294.97
1761609370956,book,30613.067,68.86,35.43,4294.97
1761609370957,love,30614.570,40.63,35.43,4294.97
1761609370959,war,30615.196,40.79,35.43,4294.97
1761609370960,book,30618.060,185.42,35.43,4294.97
1761609401566,science,30611.020,0.06,35.95,4294.97
1761609401567,death,30609.983,19.79,36.21,4294.97
1761609401567,war,30608.805,37.50,36.21,4294.97
1761609401567,love,30612.563,31.58,36.21,4294.97
1761609401568,war,30613.116,54.17,36.21,4294.97
1761609401568,book,30611.755,66.50,35.95,4294.97
1761609401574,love,30614.280,16.55,36.21,4294.97
